air_temp,albedo,azimuth,clearsky_dhi,clearsky_dni,clearsky_ghi,clearsky_gti,cloud_opacity,dewpoint_temp,dhi,dni,ghi,gti,precipitable_water,precipitation_rate,relative_humidity,surface_pressure,snow_depth,snow_water_equivalent,wind_speed_10m,period_end,period
22,0.2,-38,0,0,0,0,51.5,0.3,0,0,0,0,18.3,0,23.2,867.3,0,0,1.1,2022-08-22T23:00:00+00:00,PT30M
22,0.2,-45,0,0,0,0,54.6,0.2,0,0,0,0,18.4,0,23.3,867.3,0,0,1.1,2022-08-22T23:30:00+00:00,PT30M
22,0.2,-52,0,0,0,0,59.2,0.3,0,0,0,0,18.3,0,23.8,867.3,0,0,1.2,2022-08-23T00:00:00+00:00,PT30M
22,0.2,-58,0,0,0,0,48.9,0.4,0,0,0,0,18.2,0,24.5,867.4,0,0,1.3,2022-08-23T00:30:00+00:00,PT30M
21,0.2,-63,0,0,0,0,25,0.6,0,0,0,0,18.1,0,25.3,867.6,0,0,1.4,2022-08-23T01:00:00+00:00,PT30M
21,0.2,-68,0,0,0,0,49.1,0.8,0,0,0,0,18,0,26.3,867.7,0,0,1.6,2022-08-23T01:30:00+00:00,PT30M
20,0.2,-73,0,0,0,0,19.2,1,0,0,0,0,18,0,27.4,867.8,0,0,1.7,2022-08-23T02:00:00+00:00,PT30M
20,0.2,-77,17,29,19,16,25,1.4,12,0,12,12,18,0,28.4,867.9,0,0,1.8,2022-08-23T02:30:00+00:00,PT30M
21,0.2,-81,55,210,87,68,4,1.9,55,183,85,67,18,0,29.2,868.1,0,0,1.7,2022-08-23T03:00:00+00:00,PT30M
21,0.2,-85,85,376,180,156,32.5,2.4,104,62,117,109,18.1,0,29.6,868.3,0,0,1.6,2022-08-23T03:30:00+00:00,PT30M
21,0.2,-90,110,495,284,266,33.4,3,184,19,191,184,18.1,0,29.8,868.6,0,0,1.3,2022-08-23T04:00:00+00:00,PT30M
23,0.2,-94,129,580,390,383,31.4,3,242,55,266,257,18.2,0,27.7,868.7,0,0,0.6,2022-08-23T04:30:00+00:00,PT30M
24,0.2,-99,145,642,493,500,36,2.5,311,10,316,306,18.3,0,23.9,868.8,0,0,0.4,2022-08-23T05:00:00+00:00,PT30M
26,0.2,-104,159,689,589,611,11.1,2.4,225,475,526,539,18.4,0,22.3,868.9,0,0,1.2,2022-08-23T05:30:00+00:00,PT30M
26,0.2,-110,161,741,680,718,0,2.8,161,741,680,718,18.5,0,22.4,869.1,0,0,1.8,2022-08-23T06:00:00+00:00,PT30M
26,0.2,-117,151,800,764,817,0,3.2,151,800,764,817,18.5,0,22.7,869.2,0,0,2.2,2022-08-23T06:30:00+00:00,PT30M
26,0.2,-126,148,833,832,897,0,3.5,148,833,832,897,18.6,0,23.3,869.3,0,0,2.4,2022-08-23T07:00:00+00:00,PT30M
26,0.2,-137,153,844,882,956,0,3.5,153,844,882,956,18.6,0,22.8,869.2,0,0,2.6,2022-08-23T07:30:00+00:00,PT30M
27,0.2,-150,157,850,917,998,0,3.1,157,850,917,998,18.7,0,21.2,869,0,0,2.6,2022-08-23T08:00:00+00:00,PT30M
28,0.2,-166,161,851,936,1021,0,2.9,161,851,936,1021,18.8,0,20.5,868.9,0,0,2.6,2022-08-23T08:30:00+00:00,PT30M
28,0.2,176,175,832,935,1019,0,2.9,175,832,935,1019,18.9,0,20.3,868.7,0,0,2.5,2022-08-23T09:00:00+00:00,PT30M
28,0.2,158,199,791,913,993,0,2.7,199,791,913,993,18.9,0,19.6,868.5,0,0,2.5,2022-08-23T09:30:00+00:00,PT30M
29,0.2,143,210,761,880,952,0,2.2,210,761,880,952,18.8,0,18.4,868.4,0,0,2.5,2022-08-23T10:00:00+00:00,PT30M
29,0.2,131,210,740,835,899,0,1.9,210,740,835,899,18.8,0,17.6,868.2,0,0,2.5,2022-08-23T10:30:00+00:00,PT30M
29,0.2,122,206,717,776,830,0,1.6,206,717,776,830,18.9,0,17.1,868,0,0,2.4,2022-08-23T11:00:00+00:00,PT30M
29,0.2,114,198,689,704,746,0,1.4,198,689,704,746,19.1,0,16.7,867.8,0,0,2.3,2022-08-23T11:30:00+00:00,PT30M
29,0.2,107,187,653,620,648,0,1.1,187,653,620,648,19.4,0,16.4,867.7,0,0,1.9,2022-08-23T12:00:00+00:00,PT30M
29,0.2,102,174,606,527,541,0,0.8,174,606,527,541,19.6,0,15.8,867.7,0,0,1.5,2022-08-23T12:30:00+00:00,PT30M
30,0.2,97,156,546,427,427,0,0.2,156,546,427,427,19.6,0,14.9,867.7,0,0,1,2022-08-23T13:00:00+00:00,PT30M
30,0.2,92,135,468,323,311,0,0.2,135,468,323,311,19.6,0,15.1,867.7,0,0,0.8,2022-08-23T13:30:00+00:00,PT30M
29,0.2,88,108,365,219,200,3.2,0.8,115,318,212,195,19.6,0,16.4,867.6,0,0,0.7,2022-08-23T14:00:00+00:00,PT30M
28,0.2,84,76,229,122,104,11.5,1,83,126,110,99,19.5,0,17.2,867.5,0,0,0.7,2022-08-23T14:30:00+00:00,PT30M
28,0.2,79,37,69,45,38,11.4,1,37,22,39,36,19.5,0,17.3,867.5,0,0,0.8,2022-08-23T15:00:00+00:00,PT30M
28,0.2,75,3,0,3,3,33.1,0.9,2,0,2,2,19.6,0,17.4,867.7,0,0,0.9,2022-08-23T15:30:00+00:00,PT30M
28,0.2,70,0,0,0,0,37.9,0.7,0,0,0,0,19.6,0,17.3,868.1,0,0,1,2022-08-23T16:00:00+00:00,PT30M
27,0.2,66,0,0,0,0,46.7,1.2,0,0,0,0,19.6,0,18.8,868.4,0,0,1,2022-08-23T16:30:00+00:00,PT30M
25,0.2,61,0,0,0,0,39.8,2.3,0,0,0,0,19.6,0,22.3,868.7,0,0,1,2022-08-23T17:00:00+00:00,PT30M
25,0.2,55,0,0,0,0,35.9,2.9,0,0,0,0,19.6,0,24.6,869,0,0,1.1,2022-08-23T17:30:00+00:00,PT30M
24,0.2,49,0,0,0,0,39.8,3.1,0,0,0,0,19.6,0,25.4,869.2,0,0,1.2,2022-08-23T18:00:00+00:00,PT30M
24,0.2,42,0,0,0,0,40.5,3.2,0,0,0,0,19.7,0,26.2,869.4,0,0,1.2,2022-08-23T18:30:00+00:00,PT30M
24,0.2,35,0,0,0,0,39.8,3.6,0,0,0,0,19.7,0,27,869.7,0,0,1.2,2022-08-23T19:00:00+00:00,PT30M
23,0.2,26,0,0,0,0,39,3.8,0,0,0,0,19.7,0,28,869.9,0,0,1.1,2022-08-23T19:30:00+00:00,PT30M
23,0.2,17,0,0,0,0,37.6,3.9,0,0,0,0,19.7,0,29.4,869.9,0,0,1.1,2022-08-23T20:00:00+00:00,PT30M
22,0.2,7,0,0,0,0,34.8,4.5,0,0,0,0,19.6,0,31.7,869.9,0,0,1.1,2022-08-23T20:30:00+00:00,PT30M
22,0.2,-2,0,0,0,0,33.8,5.6,0,0,0,0,19.5,0,35.3,869.7,0,0,1.2,2022-08-23T21:00:00+00:00,PT30M
21,0.2,-12,0,0,0,0,37.7,5.8,0,0,0,0,19.1,0,37.9,869.8,0,0,1.4,2022-08-23T21:30:00+00:00,PT30M
19,0.2,-22,0,0,0,0,53.3,5.2,0,0,0,0,18.5,0,39.4,869.9,0,0,1.5,2022-08-23T22:00:00+00:00,PT30M
19,0.2,-30,0,0,0,0,44.4,5.3,0,0,0,0,18,0,41.5,870.1,0,0,1.6,2022-08-23T22:30:00+00:00,PT30M
18,0.2,-38,0,0,0,0,35.8,6,0,0,0,0,17.8,0,44.1,870.2,0,0,1.8,2022-08-23T23:00:00+00:00,PT30M
18,0.2,-46,0,0,0,0,31.4,6.6,0,0,0,0,17.6,0,46.7,870.3,0,0,1.8,2022-08-23T23:30:00+00:00,PT30M
18,0.2,-52,0,0,0,0,31.4,7,0,0,0,0,17.4,0,49.2,870.2,0,0,1.7,2022-08-24T00:00:00+00:00,PT30M
18,0.2,-58,0,0,0,0,30.6,7.5,0,0,0,0,17.2,0,51.4,870.3,0,0,1.6,2022-08-24T00:30:00+00:00,PT30M
18,0.2,-63,0,0,0,0,29.6,7.8,0,0,0,0,17,0,53.1,870.5,0,0,1.4,2022-08-24T01:00:00+00:00,PT30M
18,0.2,-68,0,0,0,0,30.8,7.9,0,0,0,0,16.8,0,53.3,870.7,0,0,1.3,2022-08-24T01:30:00+00:00,PT30M
18,0.2,-73,0,0,0,0,18.5,7.7,0,0,0,0,16.5,0,51.9,870.9,0,0,1.1,2022-08-24T02:00:00+00:00,PT30M
18,0.2,-77,16,24,18,15,17.3,7.3,14,3,14,14,16.3,0,49.4,871.2,0,0,1,2022-08-24T02:30:00+00:00,PT30M
19,0.2,-82,54,209,86,67,0,6.6,54,209,86,67,16.2,0,45.8,871.4,0,0,0.9,2022-08-24T03:00:00+00:00,PT30M
19,0.2,-86,84,388,181,158,0,6.3,84,388,181,158,16.1,0,43.6,871.5,0,0,0.6,2022-08-24T03:30:00+00:00,PT30M
19,0.2,-90,106,519,288,270,0,6.4,106,519,288,270,16,0,42.8,871.5,0,0,0.5,2022-08-24T04:00:00+00:00,PT30M
20,0.2,-95,121,616,396,391,0,6,121,616,396,391,15.9,0,39.2,871.5,0,0,0.9,2022-08-24T04:30:00+00:00,PT30M
22,0.2,-99,132,687,502,512,0,5.2,132,687,502,512,15.8,0,33.3,871.7,0,0,1.2,2022-08-24T05:00:00+00:00,PT30M
23,0.2,-105,140,740,600,627,0,5,140,740,600,627,15.7,0,30.7,871.8,0,0,1.6,2022-08-24T05:30:00+00:00,PT30M
24,0.2,-111,149,773,689,730,0,5.3,149,773,689,730,15.7,0,30.6,871.9,0,0,2,2022-08-24T06:00:00+00:00,PT30M
24,0.2,-118,162,788,764,819,0,5.4,162,788,764,819,15.6,0,30.4,871.8,0,0,2.2,2022-08-24T06:30:00+00:00,PT30M
24,0.2,-127,170,804,828,894,0,5.3,170,804,828,894,15.5,0,29.9,871.7,0,0,2.4,2022-08-24T07:00:00+00:00,PT30M
25,0.2,-137,173,820,879,955,0,5,173,820,879,955,15.5,0,28.4,871.6,0,0,2.6,2022-08-24T07:30:00+00:00,PT30M
26,0.2,-151,175,830,915,998,0,4.5,175,830,915,998,15.5,0,25.9,871.5,0,0,2.7,2022-08-24T08:00:00+00:00,PT30M
26,0.2,-167,176,836,935,1022,0,4.2,176,836,935,1022,15.6,0,24.4,871.3,0,0,2.8,2022-08-24T08:30:00+00:00,PT30M
26,0.2,175,172,843,941,1028,0,4.1,172,843,941,1028,15.8,0,23.9,871,0,0,2.9,2022-08-24T09:00:00+00:00,PT30M
27,0.2,158,161,855,932,1018,0,3.7,161,855,932,1018,15.7,0,22.8,870.8,0,0,3,2022-08-24T09:30:00+00:00,PT30M
27,0.2,144,157,852,905,987,0,3.2,157,852,905,987,15.3,0,21.3,870.7,0,0,3.3,2022-08-24T10:00:00+00:00,PT30M
28,0.2,132,159,834,861,934,0,2.8,159,834,861,934,15.1,0,20.2,870.4,0,0,3.3,2022-08-24T10:30:00+00:00,PT30M
28,0.2,122,157,814,802,864,0,2.5,157,814,802,864,14.9,0,19.5,870,0,0,3.2,2022-08-24T11:00:00+00:00,PT30M
28,0.2,114,152,791,730,779,0,2.2,152,791,730,779,14.9,0,19,869.6,0,0,3.1,2022-08-24T11:30:00+00:00,PT30M
28,0.2,108,147,756,646,680,0,1.9,147,756,646,680,14.9,0,18.5,869.3,0,0,3.1,2022-08-24T12:00:00+00:00,PT30M
28,0.2,102,141,706,550,569,0,1.7,141,706,550,569,14.9,0,18.3,869.2,0,0,3,2022-08-24T12:30:00+00:00,PT30M
28,0.2,97,131,642,447,450,0,1.6,131,642,447,450,14.9,0,18.1,869.3,0,0,2.9,2022-08-24T13:00:00+00:00,PT30M
28,0.2,92,116,561,340,328,0,1.7,116,561,340,328,15,0,18.6,869.3,0,0,2.8,2022-08-24T13:30:00+00:00,PT30M
27,0.2,88,96,453,232,211,0,2,96,453,232,211,15,0,19.9,869.3,0,0,2.7,2022-08-24T14:00:00+00:00,PT30M
27,0.2,84,69,306,130,107,0,1.7,69,306,130,107,15.1,0,20,869.3,0,0,2.5,2022-08-24T14:30:00+00:00,PT30M
26,0.2,80,35,106,47,36,4.3,0.8,35,95,46,36,15.1,0,18.8,869.4,0,0,2.2,2022-08-24T15:00:00+00:00,PT30M
26,0.2,75,3,1,3,3,28.8,-0,2,0,2,2,15.1,0,18,869.5,0,0,2,2022-08-24T15:30:00+00:00,PT30M
26,0.2,71,0,0,0,0,35.4,-0.7,0,0,0,0,15.1,0,17.3,869.7,0,0,1.7,2022-08-24T16:00:00+00:00,PT30M
25,0.2,66,0,0,0,0,44.6,-0.8,0,0,0,0,15.1,0,17.9,870,0,0,1.5,2022-08-24T16:30:00+00:00,PT30M
24,0.2,61,0,0,0,0,38.6,-0.4,0,0,0,0,15.1,0,19.7,870.3,0,0,1.4,2022-08-24T17:00:00+00:00,PT30M
23,0.2,55,0,0,0,0,38,0.1,0,0,0,0,15.1,0,21.4,870.5,0,0,1.4,2022-08-24T17:30:00+00:00,PT30M
