air_temp,albedo,azimuth,clearsky_dhi,clearsky_dni,clearsky_ghi,clearsky_gti,cloud_opacity,dewpoint_temp,dhi,dni,ghi,gti,precipitable_water,precipitation_rate,relative_humidity,surface_pressure,snow_depth,snow_water_equivalent,wind_speed_10m,period_end,period
31,0.2,-109,122,906,927,920,0,1.6,122,906,927,920,13.2,0,15.6,864.7,0,0,2.1,2023-06-28T07:00:00+00:00,PT30M
31,0.2,-119,126,913,974,975,0,1.4,126,913,974,975,13.2,0,14.7,864.6,0,0,2.6,2023-06-28T07:30:00+00:00,PT30M
33,0.2,-134,130,916,1007,1014,0,0.7,130,916,1007,1014,13.2,0,12.9,864.5,0,0,3.1,2023-06-28T08:00:00+00:00,PT30M
34,0.2,-157,133,917,1025,1036,0,0.4,133,917,1025,1036,13.2,0,12,864.4,0,0,3.4,2023-06-28T08:30:00+00:00,PT30M
34,0.2,172,133,919,1030,1041,0,0.5,133,919,1030,1041,13,0,12.1,864.3,0,0,3.4,2023-06-28T09:00:00+00:00,PT30M
34,0.2,145,127,925,1021,1030,0,0.7,127,925,1021,1030,12.7,0,12.1,864.1,0,0,3.4,2023-06-28T09:30:00+00:00,PT30M
34,0.2,126,124,924,997,1001,0,1,124,924,997,1001,12.1,0,12.1,863.6,0,0,3.3,2023-06-28T10:00:00+00:00,PT30M
35,0.2,114,122,917,957,954,0,1,122,917,957,954,11.8,0,12,863.3,0,0,3.2,2023-06-28T10:30:00+00:00,PT30M
35,0.2,105,120,905,902,890,0,0.8,120,905,902,890,11.7,0,11.7,863.3,0,0,3,2023-06-28T11:00:00+00:00,PT30M
35,0.2,99,117,889,835,811,0,0.5,117,889,835,811,11.6,0,11.4,863.1,0,0,2.8,2023-06-28T11:30:00+00:00,PT30M
35,0.2,94,112,871,757,720,0,0.2,112,871,757,720,11.4,0,11,862.9,0,0,2.6,2023-06-28T12:00:00+00:00,PT30M
35,0.2,89,105,848,670,619,0,-0.3,105,848,670,619,11.2,0,10.7,862.7,0,0,2.4,2023-06-28T12:30:00+00:00,PT30M
35,0.2,85,99,816,574,509,0,-0.9,99,816,574,509,11.1,0,10.3,862.7,0,0,2.2,2023-06-28T13:00:00+00:00,PT30M
35,0.2,81,92,769,472,394,0,-0.8,92,769,472,394,11.1,0,10.6,862.6,0,0,2,2023-06-28T13:30:00+00:00,PT30M
34,0.2,77,83,706,366,278,0,0.1,83,706,366,278,11.1,0,11.6,862.5,0,0,1.8,2023-06-28T14:00:00+00:00,PT30M
34,0.2,74,72,617,261,167,0,-0.1,72,617,261,167,11.2,0,11.7,862.5,0,0,1.5,2023-06-28T14:30:00+00:00,PT30M
34,0.2,70,58,482,159,72,0,-1.2,58,482,159,72,11.4,0,10.9,862.6,0,0,1.2,2023-06-28T15:00:00+00:00,PT30M
33,0.2,66,37,267,69,29,0,-2,37,267,69,29,11.5,0,10.4,862.8,0,0,0.8,2023-06-28T15:30:00+00:00,PT30M
33,0.2,61,8,19,10,7,18,-2.5,8,12,9,7,11.7,0,10.2,862.9,0,0,0.6,2023-06-28T16:00:00+00:00,PT30M
31,0.2,57,0,0,0,0,29.2,-1.8,0,0,0,0,11.8,0,11.8,863,0,0,0.5,2023-06-28T16:30:00+00:00,PT30M
29,0.2,52,0,0,0,0,37.4,0.3,0,0,0,0,11.9,0,15.9,863.2,0,0,0.7,2023-06-28T17:00:00+00:00,PT30M
28,0.2,47,0,0,0,0,39.7,1.6,0,0,0,0,12,0,18.6,863.3,0,0,0.9,2023-06-28T17:30:00+00:00,PT30M
28,0.2,41,0,0,0,0,29.7,2,0,0,0,0,12.1,0,19.2,863.6,0,0,1.2,2023-06-28T18:00:00+00:00,PT30M
27,0.2,35,0,0,0,0,32.4,2.1,0,0,0,0,12.3,0,19.5,863.6,0,0,1.5,2023-06-28T18:30:00+00:00,PT30M
27,0.2,29,0,0,0,0,27.1,1.8,0,0,0,0,12.4,0,19.4,863.5,0,0,1.7,2023-06-28T19:00:00+00:00,PT30M
26,0.2,21,0,0,0,0,32,1.9,0,0,0,0,12.7,0,20.4,863.5,0,0,1.9,2023-06-28T19:30:00+00:00,PT30M
25,0.2,14,0,0,0,0,30.8,2.3,0,0,0,0,13,0,22.4,863.6,0,0,2.1,2023-06-28T20:00:00+00:00,PT30M
25,0.2,6,0,0,0,0,33.1,2.5,0,0,0,0,13.2,0,23.4,863.6,0,0,2.2,2023-06-28T20:30:00+00:00,PT30M
25,0.2,-2,0,0,0,0,35,2.5,0,0,0,0,13.5,0,23.2,863.5,0,0,2.3,2023-06-28T21:00:00+00:00,PT30M
24,0.2,-10,0,0,0,0,31.2,3,0,0,0,0,13.3,0,25.2,863.5,0,0,2.3,2023-06-28T21:30:00+00:00,PT30M
22,0.2,-18,0,0,0,0,27.7,3.9,0,0,0,0,12.5,0,30,863.6,0,0,2.2,2023-06-28T22:00:00+00:00,PT30M
22,0.2,-25,0,0,0,0,31.2,4.5,0,0,0,0,12.2,0,32.8,863.8,0,0,2.1,2023-06-28T22:30:00+00:00,PT30M
22,0.2,-32,0,0,0,0,29.4,4.7,0,0,0,0,12.3,0,33,864.1,0,0,2,2023-06-28T23:00:00+00:00,PT30M
22,0.2,-38,0,0,0,0,29.6,4.6,0,0,0,0,12.4,0,32.7,864.1,0,0,1.9,2023-06-28T23:30:00+00:00,PT30M
22,0.2,-44,0,0,0,0,31,4.2,0,0,0,0,12.5,0,31.8,863.8,0,0,1.8,2023-06-29T00:00:00+00:00,PT30M
22,0.2,-50,0,0,0,0,25.6,4.1,0,0,0,0,12.5,0,31.3,863.8,0,0,1.8,2023-06-29T00:30:00+00:00,PT30M
22,0.2,-55,0,0,0,0,16.5,4.1,0,0,0,0,12.5,0,31.3,864.1,0,0,1.7,2023-06-29T01:00:00+00:00,PT30M
23,0.2,-59,0,0,0,0,1.6,4,0,0,0,0,12.5,0,29.8,864.2,0,0,1.7,2023-06-29T01:30:00+00:00,PT30M
23,0.2,-64,24,94,32,21,1.8,3.5,23,93,32,20,12.5,0,27.2,864.2,0,0,1.7,2023-06-29T02:00:00+00:00,PT30M
24,0.2,-68,52,339,107,45,0,3.4,52,339,107,45,12.5,0,26.1,864.2,0,0,1.6,2023-06-29T02:30:00+00:00,PT30M
24,0.2,-72,74,497,201,117,0,3.7,74,497,201,117,12.5,0,26.3,864.3,0,0,1.4,2023-06-29T03:00:00+00:00,PT30M
25,0.2,-75,92,597,303,218,0,4,92,597,303,218,12.6,0,26.4,864.4,0,0,1.1,2023-06-29T03:30:00+00:00,PT30M
25,0.2,-79,107,670,407,328,0,4.3,107,670,407,328,12.7,0,26.3,864.5,0,0,0.8,2023-06-29T04:00:00+00:00,PT30M
26,0.2,-83,119,724,509,441,0,3.8,119,724,509,441,12.8,0,23.6,864.6,0,0,0.6,2023-06-29T04:30:00+00:00,PT30M
29,0.2,-87,129,767,608,553,0,2.5,129,767,608,553,12.8,0,18.9,864.8,0,0,0.7,2023-06-29T05:00:00+00:00,PT30M
30,0.2,-92,136,802,700,658,0,2.4,136,802,700,658,12.9,0,17.6,864.8,0,0,0.9,2023-06-29T05:30:00+00:00,PT30M
29,0.2,-96,137,837,786,756,0,3.3,137,837,786,756,12.9,0,18.9,864.8,0,0,1.3,2023-06-29T06:00:00+00:00,PT30M
30,0.2,-102,132,872,862,844,0,4,132,872,862,844,12.8,0,19.7,864.7,0,0,1.6,2023-06-29T06:30:00+00:00,PT30M
30,0.2,-109,130,894,925,918,0,4.3,130,894,925,918,12.8,0,20.1,864.6,0,0,2,2023-06-29T07:00:00+00:00,PT30M
31,0.2,-119,133,905,973,974,0,4.1,133,905,973,974,12.7,0,18.8,864.4,0,0,2.3,2023-06-29T07:30:00+00:00,PT30M
32,0.2,-134,134,913,1007,1015,0,3.3,134,913,1007,1015,12.6,0,16.1,864.3,0,0,2.4,2023-06-29T08:00:00+00:00,PT30M
33,0.2,-157,135,917,1027,1037,0,3.1,135,917,1027,1037,12.4,0,15.1,864.1,0,0,2.4,2023-06-29T08:30:00+00:00,PT30M
33,0.2,172,136,918,1031,1042,0,3.5,136,918,1031,1042,12.3,0,15.5,863.6,0,0,2.5,2023-06-29T09:00:00+00:00,PT30M
34,0.2,145,135,917,1021,1030,0,3,135,917,1021,1030,12,0,14.6,863.1,0,0,2.5,2023-06-29T09:30:00+00:00,PT30M
34,0.2,126,134,912,996,1000,0,1.5,134,912,996,1000,11.5,0,12.7,862.7,0,0,2.4,2023-06-29T10:00:00+00:00,PT30M
35,0.2,114,133,905,956,953,0,0.6,133,905,956,953,11.1,0,11.6,862.4,0,0,2.4,2023-06-29T10:30:00+00:00,PT30M
35,0.2,106,130,893,902,890,0,0.4,130,893,902,890,10.7,0,11.3,862,0,0,2.5,2023-06-29T11:00:00+00:00,PT30M
35,0.2,99,127,877,835,812,0,0.4,127,877,835,812,10.5,0,11.3,861.7,0,0,2.5,2023-06-29T11:30:00+00:00,PT30M
35,0.2,94,123,855,757,721,0,0.9,123,855,757,721,10.3,0,11.7,861.3,0,0,2.6,2023-06-29T12:00:00+00:00,PT30M
35,0.2,89,118,826,668,618,0,1,118,826,668,618,10.4,0,11.8,861.1,0,0,2.6,2023-06-29T12:30:00+00:00,PT30M
35,0.2,85,110,789,571,507,0,0.6,110,789,571,507,10.7,0,11.5,860.9,0,0,2.6,2023-06-29T13:00:00+00:00,PT30M
35,0.2,81,101,743,468,392,0,0.6,101,743,468,392,11.2,0,11.6,860.7,0,0,2.5,2023-06-29T13:30:00+00:00,PT30M
34,0.2,77,91,675,362,276,0,0.7,91,675,362,276,11.8,0,12,860.4,0,0,2.3,2023-06-29T14:00:00+00:00,PT30M
34,0.2,74,79,575,256,167,0,0.5,79,575,256,167,12.2,0,12.1,860.3,0,0,2,2023-06-29T14:30:00+00:00,PT30M
34,0.2,70,63,433,154,75,0,-0.2,63,433,154,75,12.6,0,11.7,860.4,0,0,1.6,2023-06-29T15:00:00+00:00,PT30M
33,0.2,66,40,221,66,32,0,-0.4,40,221,66,32,12.8,0,11.7,860.4,0,0,1.2,2023-06-29T15:30:00+00:00,PT30M
33,0.2,62,8,12,9,8,4.3,-0.2,8,12,9,8,12.8,0,12.1,860.4,0,0,0.8,2023-06-29T16:00:00+00:00,PT30M
32,0.2,57,0,0,0,0,30.6,0.4,0,0,0,0,12.8,0,13.4,860.4,0,0,0.4,2023-06-29T16:30:00+00:00,PT30M
30,0.2,52,0,0,0,0,37.8,1.3,0,0,0,0,12.7,0,16.1,860.5,0,0,0.4,2023-06-29T17:00:00+00:00,PT30M
29,0.2,47,0,0,0,0,41.8,1.6,0,0,0,0,12.6,0,17.6,860.6,0,0,0.7,2023-06-29T17:30:00+00:00,PT30M
28,0.2,41,0,0,0,0,34.4,1.5,0,0,0,0,12.6,0,17.6,860.9,0,0,0.9,2023-06-29T18:00:00+00:00,PT30M
28,0.2,35,0,0,0,0,36.5,1.2,0,0,0,0,12.7,0,17.6,860.9,0,0,1.1,2023-06-29T18:30:00+00:00,PT30M
28,0.2,29,0,0,0,0,32.9,0.9,0,0,0,0,12.7,0,17.7,860.8,0,0,1.1,2023-06-29T19:00:00+00:00,PT30M
27,0.2,21,0,0,0,0,33.8,0.8,0,0,0,0,12.8,0,18.3,860.7,0,0,1.2,2023-06-29T19:30:00+00:00,PT30M
26,0.2,14,0,0,0,0,30,0.9,0,0,0,0,13,0,19.4,860.7,0,0,1.4,2023-06-29T20:00:00+00:00,PT30M
26,0.2,6,0,0,0,0,32.2,0.8,0,0,0,0,13.2,0,19.9,860.6,0,0,1.6,2023-06-29T20:30:00+00:00,PT30M
25,0.2,-2,0,0,0,0,29.4,0.3,0,0,0,0,13.3,0,19.5,860.5,0,0,1.7,2023-06-29T21:00:00+00:00,PT30M
25,0.2,-10,0,0,0,0,27.7,0.4,0,0,0,0,13.3,0,20.5,860.4,0,0,1.7,2023-06-29T21:30:00+00:00,PT30M
24,0.2,-18,0,0,0,0,25.4,1.2,0,0,0,0,13.2,0,23.1,860.3,0,0,1.5,2023-06-29T22:00:00+00:00,PT30M
23,0.2,-25,0,0,0,0,31.4,1.6,0,0,0,0,13.2,0,24.7,860.2,0,0,1.5,2023-06-29T22:30:00+00:00,PT30M
23,0.2,-32,0,0,0,0,30,1.8,0,0,0,0,13.3,0,25.3,860.2,0,0,1.6,2023-06-29T23:00:00+00:00,PT30M
23,0.2,-38,0,0,0,0,26.5,2.1,0,0,0,0,13.3,0,25.8,860.2,0,0,1.7,2023-06-29T23:30:00+00:00,PT30M
23,0.2,-44,0,0,0,0,25.5,2.4,0,0,0,0,13.3,0,26.1,860.1,0,0,1.8,2023-06-30T00:00:00+00:00,PT30M
23,0.2,-50,0,0,0,0,24.4,2.6,0,0,0,0,13.3,0,26.6,860.2,0,0,1.8,2023-06-30T00:30:00+00:00,PT30M
23,0.2,-55,0,0,0,0,14.5,2.6,0,0,0,0,13.2,0,27.2,860.4,0,0,1.9,2023-06-30T01:00:00+00:00,PT30M
23,0.2,-59,0,0,0,0,0,3,0,0,0,0,13.2,0,27.7,860.5,0,0,1.9,2023-06-30T01:30:00+00:00,PT30M
23,0.2,-64,24,63,30,22,0,3.5,24,63,30,22,13.1,0,28.1,860.7,0,0,1.9,2023-06-30T02:00:00+00:00,PT30M
23,0.2,-68,56,276,101,49,0,3.9,56,276,101,49,13.1,0,28.2,860.7,0,0,1.8,2023-06-30T02:30:00+00:00,PT30M
24,0.2,-72,80,441,194,117,0,4.4,80,441,194,117,13,0,28.3,860.7,0,0,1.7,2023-06-30T03:00:00+00:00,PT30M
24,0.2,-76,99,560,296,215,0,4.6,99,560,296,215,13,0,27.8,860.9,0,0,1.3,2023-06-30T03:30:00+00:00,PT30M
25,0.2,-79,114,643,401,325,0,4.5,114,643,401,325,13.1,0,26.9,861.1,0,0,1,2023-06-30T04:00:00+00:00,PT30M
26,0.2,-83,127,701,504,437,0,4.3,127,701,504,437,13.1,0,24.5,861.3,0,0,1,2023-06-30T04:30:00+00:00,PT30M
29,0.2,-87,137,746,603,548,0,4.2,137,746,603,548,13.2,0,21,861.5,0,0,1.1,2023-06-30T05:00:00+00:00,PT30M
30,0.2,-92,145,783,695,654,0,4.2,145,783,695,654,13.2,0,19.5,861.6,0,0,1.3,2023-06-30T05:30:00+00:00,PT30M
30,0.2,-96,145,822,781,752,0,4.2,145,822,781,752,13,0,19.6,861.7,0,0,1.5,2023-06-30T06:00:00+00:00,PT30M
30,0.2,-102,138,863,859,842,0,4.5,138,863,859,842,12.9,0,20,861.7,0,0,1.7,2023-06-30T06:30:00+00:00,PT30M
30,0.2,-109,134,889,924,917,0,5,134,889,924,917,12.6,0,20.6,861.6,0,0,2,2023-06-30T07:00:00+00:00,PT30M
31,0.2,-119,134,905,973,975,0,4.5,134,905,973,975,12.4,0,19.1,861.5,0,0,2.2,2023-06-30T07:30:00+00:00,PT30M
32,0.2,-134,134,915,1009,1017,0,3.1,134,915,1009,1017,12,0,16,861.4,0,0,2.4,2023-06-30T08:00:00+00:00,PT30M
33,0.2,-157,134,921,1030,1041,0,2.3,134,921,1030,1041,11.6,0,14.4,861.2,0,0,2.5,2023-06-30T08:30:00+00:00,PT30M
33,0.2,173,134,924,1036,1047,0,2,134,924,1036,1047,11.1,0,13.9,861,0,0,2.5,2023-06-30T09:00:00+00:00,PT30M
34,0.2,145,134,923,1026,1036,0,1.3,134,923,1026,1036,10.7,0,13,860.5,0,0,2.4,2023-06-30T09:30:00+00:00,PT30M
34,0.2,126,131,921,1001,1006,0,0.4,131,921,1001,1006,10.4,0,11.8,859.9,0,0,2.3,2023-06-30T10:00:00+00:00,PT30M
34,0.2,114,126,917,961,959,0,-0.4,126,917,961,959,10.3,0,11,859.5,0,0,2.3,2023-06-30T10:30:00+00:00,PT30M
34,0.2,106,121,909,907,896,0,-1,121,909,907,896,10.3,0,10.5,859.3,0,0,2.4,2023-06-30T11:00:00+00:00,PT30M
34,0.2,99,115,898,840,817,0,-1.6,115,898,840,817,10.4,0,10,859.1,0,0,2.5,2023-06-30T11:30:00+00:00,PT30M
35,0.2,94,106,886,763,726,0,-2.1,106,886,763,726,10.5,0,9.6,858.9,0,0,2.6,2023-06-30T12:00:00+00:00,PT30M
35,0.2,89,95,874,677,626,0,-2.6,95,874,677,626,10.6,0,9.2,858.7,0,0,2.6,2023-06-30T12:30:00+00:00,PT30M
35,0.2,85,87,847,581,515,0,-3,87,847,581,515,10.6,0,8.9,858.5,0,0,2.6,2023-06-30T13:00:00+00:00,PT30M
34,0.2,81,82,800,478,399,0,-3.3,82,800,478,399,10.5,0,8.9,858.2,0,0,2.6,2023-06-30T13:30:00+00:00,PT30M
34,0.2,78,75,743,373,282,0,-3.4,75,743,373,282,10.4,0,9.2,858,0,0,2.5,2023-06-30T14:00:00+00:00,PT30M
33,0.2,74,64,667,268,169,0,-4.1,64,667,268,169,10.3,0,8.9,857.9,0,0,2.4,2023-06-30T14:30:00+00:00,PT30M
33,0.2,70,51,550,166,70,0,-5.4,51,550,166,70,10.1,0,8.2,857.9,0,0,2.3,2023-06-30T15:00:00+00:00,PT30M
33,0.2,66,33,350,75,24,0,-6.2,33,350,75,24,9.9,0,7.9,857.9,0,0,2,2023-06-30T15:30:00+00:00,PT30M
32,0.2,62,8,36,11,7,19.1,-6.4,8,21,10,7,9.7,0,8,857.9,0,0,1.7,2023-06-30T16:00:00+00:00,PT30M
31,0.2,57,0,0,0,0,27.1,-5.9,0,0,0,0,9.6,0,8.9,858,0,0,1.5,2023-06-30T16:30:00+00:00,PT30M
29,0.2,52,0,0,0,0,34.9,-4.6,0,0,0,0,9.6,0,10.8,858.3,0,0,1.6,2023-06-30T17:00:00+00:00,PT30M
28,0.2,47,0,0,0,0,40.1,-3.4,0,0,0,0,9.5,0,12.4,858.4,0,0,1.7,2023-06-30T17:30:00+00:00,PT30M
28,0.2,41,0,0,0,0,32.2,-2.3,0,0,0,0,9.5,0,13.7,858.6,0,0,1.8,2023-06-30T18:00:00+00:00,PT30M
28,0.2,35,0,0,0,0,31.4,-2.4,0,0,0,0,9.6,0,13.7,858.7,0,0,1.9,2023-06-30T18:30:00+00:00,PT30M
28,0.2,29,0,0,0,0,27.3,-3.8,0,0,0,0,9.6,0,12.4,858.8,0,0,1.9,2023-06-30T19:00:00+00:00,PT30M
27,0.2,22,0,0,0,0,24.4,-3.6,0,0,0,0,9.7,0,13.2,858.9,0,0,1.9,2023-06-30T19:30:00+00:00,PT30M
25,0.2,14,0,0,0,0,29.6,-2,0,0,0,0,9.9,0,16.3,858.9,0,0,1.8,2023-06-30T20:00:00+00:00,PT30M
25,0.2,6,0,0,0,0,27.1,-0.7,0,0,0,0,10.1,0,18.9,858.8,0,0,1.9,2023-06-30T20:30:00+00:00,PT30M
24,0.2,-2,0,0,0,0,24.8,0.2,0,0,0,0,10.2,0,20.7,858.7,0,0,2,2023-06-30T21:00:00+00:00,PT30M
23,0.2,-10,0,0,0,0,29.2,1.4,0,0,0,0,9.9,0,23.6,858.6,0,0,2,2023-06-30T21:30:00+00:00,PT30M
22,0.2,-18,0,0,0,0,24.8,2.8,0,0,0,0,9.4,0,28,858.6,0,0,2,2023-06-30T22:00:00+00:00,PT30M
21,0.2,-25,0,0,0,0,29.6,3.7,0,0,0,0,8.9,0,31.2,858.6,0,0,2,2023-06-30T22:30:00+00:00,PT30M
21,0.2,-32,0,0,0,0,28.5,4,0,0,0,0,8.6,0,32.8,858.6,0,0,2.1,2023-06-30T23:00:00+00:00,PT30M
21,0.2,-38,0,0,0,0,24.4,4.2,0,0,0,0,8.3,0,33.7,858.7,0,0,2.2,2023-06-30T23:30:00+00:00,PT30M
21,0.2,-44,0,0,0,0,24.8,4.1,0,0,0,0,8.2,0,33.7,858.7,0,0,2.2,2023-07-01T00:00:00+00:00,PT30M
21,0.2,-50,0,0,0,0,29.3,3.8,0,0,0,0,8.2,0,33.4,858.9,0,0,2.3,2023-07-01T00:30:00+00:00,PT30M
21,0.2,-55,0,0,0,0,16.2,3.6,0,0,0,0,8.3,0,32.7,859.1,0,0,2.4,2023-07-01T01:00:00+00:00,PT30M
21,0.2,-59,0,0,0,0,0,3.8,0,0,0,0,8.5,0,32.8,859.2,0,0,2.4,2023-07-01T01:30:00+00:00,PT30M
21,0.2,-64,22,108,32,19,0,4.4,22,108,32,19,8.7,0,33.7,859.3,0,0,2.4,2023-07-01T02:00:00+00:00,PT30M
22,0.2,-68,50,367,109,42,0,5,50,367,109,42,9,0,33.9,859.5,0,0,2.4,2023-07-01T02:30:00+00:00,PT30M
22,0.2,-72,70,528,205,116,0,5.3,70,528,205,116,9.2,0,33.3,859.6,0,0,2.4,2023-07-01T03:00:00+00:00,PT30M
23,0.2,-76,85,639,309,220,0,5.4,85,639,309,220,9.5,0,31.7,859.8,0,0,2.1,2023-07-01T03:30:00+00:00,PT30M
24,0.2,-79,96,716,415,333,0,5.3,96,716,415,333,9.7,0,29.4,859.9,0,0,1.6,2023-07-01T04:00:00+00:00,PT30M
26,0.2,-83,105,772,520,449,0,4.5,105,772,520,449,10,0,25.2,860.1,0,0,1.4,2023-07-01T04:30:00+00:00,PT30M
28,0.2,-87,112,814,619,562,0,3,112,814,619,562,10.2,0,20,860.4,0,0,1.4,2023-07-01T05:00:00+00:00,PT30M
29,0.2,-92,118,846,712,669,0,2.3,118,846,712,669,10.4,0,17.7,860.5,0,0,1.6,2023-07-01T05:30:00+00:00,PT30M
30,0.2,-96,124,869,796,766,0,2.2,124,869,796,766,10.5,0,17.3,860.5,0,0,1.8,2023-07-01T06:00:00+00:00,PT30M
30,0.2,-102,130,885,869,852,0,2.3,130,885,869,852,10.6,0,17.2,860.5,0,0,2.1,2023-07-01T06:30:00+00:00,PT30M
30,0.2,-109,133,899,930,924,0,2.4,133,899,930,924,10.7,0,17.3,860.7,0,0,2.4,2023-07-01T07:00:00+00:00,PT30M
31,0.2,-119,132,914,980,982,0,2,132,914,980,982,10.6,0,16.1,860.8,0,0,2.6,2023-07-01T07:30:00+00:00,PT30M
32,0.2,-134,132,923,1015,1023,0,0.8,132,923,1015,1023,10.5,0,13.9,860.8,0,0,2.8,2023-07-01T08:00:00+00:00,PT30M
33,0.2,-157,133,928,1035,1046,0,0.1,133,928,1035,1046,10.4,0,12.6,860.7,0,0,3,2023-07-01T08:30:00+00:00,PT30M
33,0.2,173,128,935,1041,1053,0,-0.4,128,935,1041,1053,10.3,0,12,860.7,0,0,3,2023-07-01T09:00:00+00:00,PT30M
33,0.2,145,120,946,1033,1044,0,-0.6,120,946,1033,1044,9.9,0,11.7,860.6,0,0,2.9,2023-07-01T09:30:00+00:00,PT30M
33,0.2,126,115,949,1010,1016,0,-0.7,115,949,1010,1016,9.3,0,11.5,860.2,0,0,2.8,2023-07-01T10:00:00+00:00,PT30M
33,0.2,114,113,942,970,969,0,-0.8,113,942,970,969,9,0,11.3,860,0,0,2.7,2023-07-01T10:30:00+00:00,PT30M
33,0.2,106,109,932,915,904,0,-0.8,109,932,915,904,9.1,0,11.1,859.9,0,0,2.7,2023-07-01T11:00:00+00:00,PT30M
34,0.2,99,104,920,847,825,0,-1.1,104,920,847,825,9.3,0,10.9,859.9,0,0,2.7,2023-07-01T11:30:00+00:00,PT30M
34,0.2,94,99,903,768,732,0,-1.5,99,903,768,732,9.6,0,10.6,859.8,0,0,2.6,2023-07-01T12:00:00+00:00,PT30M
34,0.2,90,93,881,679,628,0,-1.8,93,881,679,628,9.9,0,10.3,859.8,0,0,2.6,2023-07-01T12:30:00+00:00,PT30M
33,0.2,85,87,849,582,517,0,-2.2,87,849,582,517,10.1,0,10.2,859.7,0,0,2.5,2023-07-01T13:00:00+00:00,PT30M
33,0.2,81,81,805,479,400,0,-2.3,81,805,479,400,10.4,0,10.2,859.6,0,0,2.5,2023-07-01T13:30:00+00:00,PT30M
33,0.2,78,74,742,373,282,0,-2.4,74,742,373,282,10.7,0,10.5,859.6,0,0,2.4,2023-07-01T14:00:00+00:00,PT30M
32,0.2,74,66,652,266,169,0,-3.1,66,652,266,169,11.1,0,10,859.7,0,0,2.3,2023-07-01T14:30:00+00:00,PT30M
32,0.2,70,53,524,163,71,0,-4.6,53,524,163,71,11.4,0,9,859.8,0,0,2.2,2023-07-01T15:00:00+00:00,PT30M
32,0.2,66,34,321,73,25,0,-5.3,34,321,73,25,11.7,0,8.6,859.9,0,0,2,2023-07-01T15:30:00+00:00,PT30M
32,0.2,62,8,30,10,7,19.5,-5.2,8,18,9,7,12,0,8.8,859.9,0,0,1.6,2023-07-01T16:00:00+00:00,PT30M
31,0.2,57,0,0,0,0,27.1,-4,0,0,0,0,12.2,0,10.3,860.1,0,0,1.4,2023-07-01T16:30:00+00:00,PT30M
29,0.2,52,0,0,0,0,31.5,-1.6,0,0,0,0,12.3,0,13.8,860.5,0,0,1.4,2023-07-01T17:00:00+00:00,PT30M
28,0.2,47,0,0,0,0,32.3,-0.5,0,0,0,0,12.6,0,16,860.7,0,0,1.4,2023-07-01T17:30:00+00:00,PT30M
27,0.2,42,0,0,0,0,25.2,-0.8,0,0,0,0,12.8,0,16,861,0,0,1.5,2023-07-01T18:00:00+00:00,PT30M
27,0.2,35,0,0,0,0,27.9,-0.2,0,0,0,0,13.2,0,17.2,861.2,0,0,1.6,2023-07-01T18:30:00+00:00,PT30M
26,0.2,29,0,0,0,0,28.1,1.2,0,0,0,0,13.7,0,19.6,861.4,0,0,1.9,2023-07-01T19:00:00+00:00,PT30M
25,0.2,22,0,0,0,0,27.5,2.6,0,0,0,0,14.2,0,22.8,861.6,0,0,2.1,2023-07-01T19:30:00+00:00,PT30M
24,0.2,14,0,0,0,0,32.2,4,0,0,0,0,14.9,0,27.2,861.7,0,0,2.3,2023-07-01T20:00:00+00:00,PT30M
23,0.2,6,0,0,0,0,31.8,5.2,0,0,0,0,15.5,0,31.1,861.8,0,0,2.5,2023-07-01T20:30:00+00:00,PT30M
23,0.2,-2,0,0,0,0,32.8,6.4,0,0,0,0,16.1,0,33.9,861.9,0,0,2.6,2023-07-01T21:00:00+00:00,PT30M
22,0.2,-10,0,0,0,0,31.6,7,0,0,0,0,16.4,0,37,861.9,0,0,2.7,2023-07-01T21:30:00+00:00,PT30M
21,0.2,-18,0,0,0,0,31.6,7.2,0,0,0,0,16.3,0,40.2,861.8,0,0,2.6,2023-07-01T22:00:00+00:00,PT30M
21,0.2,-25,0,0,0,0,34,7.6,0,0,0,0,16.3,0,42.8,861.9,0,0,2.6,2023-07-01T22:30:00+00:00,PT30M
21,0.2,-32,0,0,0,0,31.6,8,0,0,0,0,16.1,0,44.5,862.2,0,0,2.6,2023-07-01T23:00:00+00:00,PT30M
20,0.2,-38,0,0,0,0,29.6,8.5,0,0,0,0,15.9,0,46.3,862.4,0,0,2.7,2023-07-01T23:30:00+00:00,PT30M
20,0.2,-44,0,0,0,0,28.7,8.8,0,0,0,0,15.5,0,47.9,862.5,0,0,2.6,2023-07-02T00:00:00+00:00,PT30M
20,0.2,-50,0,0,0,0,25.2,9,0,0,0,0,15.2,0,48.9,862.6,0,0,2.6,2023-07-02T00:30:00+00:00,PT30M
20,0.2,-55,0,0,0,0,23.8,9.1,0,0,0,0,15,0,49.1,862.8,0,0,2.5,2023-07-02T01:00:00+00:00,PT30M
20,0.2,-59,0,0,0,0,17.1,9.3,0,0,0,0,14.9,0,49,863,0,0,2.5,2023-07-02T01:30:00+00:00,PT30M
21,0.2,-64,22,94,30,19,17.2,9.5,24,2,24,23,14.9,0,48.6,863.3,0,0,2.5,2023-07-02T02:00:00+00:00,PT30M
21,0.2,-68,50,334,103,43,2.3,9.5,52,306,102,45,15.1,0,47.2,863.6,0,0,2.4,2023-07-02T02:30:00+00:00,PT30M
